p_val,avg_log2FC,pct.OE,pct.Scr,p_val_adj,gene
6.16E-01,0.4515232005,0.076,0.092,1.00E+00,Rnf32
6.16E-01,0.2380352123,0.112,0.135,1.00E+00,Tmem62
6.16E-01,0.3015224186,0.44,0.536,1.00E+00,Med13
6.17E-01,1.373065012,0.025,0.019,1.00E+00,Itgb3
6.17E-01,-0.827848123,0.018,0.024,1.00E+00,Gm16036
6.17E-01,0.423713454,0.034,0.043,1.00E+00,Plat
6.17E-01,0.2113115478,0.034,0.043,1.00E+00,Minar2
6.17E-01,0.4484406557,0.083,0.101,1.00E+00,Cnot6
6.18E-01,0.296856186,0.076,0.092,1.00E+00,Nt5e
6.18E-01,0.2791871002,0.19,0.232,1.00E+00,Klf7
6.18E-01,0.3855894144,0.034,0.043,1.00E+00,Gm30541
6.19E-01,0.3259084314,0.034,0.043,1.00E+00,Ccne2
6.19E-01,0.4471007004,0.034,0.043,1.00E+00,Sh3gl3
6.19E-01,0.1348253339,0.122,0.145,1.00E+00,Rspo2
6.19E-01,1.410289235,0.025,0.019,1.00E+00,1700028E10Rik
6.19E-01,1.317768545,0.025,0.019,1.00E+00,Calr3
6.20E-01,0.2725184487,0.229,0.28,1.00E+00,Rap1a
6.20E-01,0.4509626093,0.101,0.092,1.00E+00,Gap43
6.20E-01,1.008679093,0.025,0.019,1.00E+00,Pgap3
6.20E-01,0.3194898295,0.06,0.072,1.00E+00,Gm7072
6.21E-01,0.4008022662,0.087,0.106,1.00E+00,5730480H06Rik
6.21E-01,0.3432903208,0.034,0.043,1.00E+00,Khnyn
6.21E-01,0.6082967991,0.034,0.043,1.00E+00,Prpf4
6.21E-01,0.3440362985,0.08,0.097,1.00E+00,Ccdc34
6.21E-01,0.1126994216,0.817,0.908,1.00E+00,Prkca
6.22E-01,1.188646922,0.025,0.019,1.00E+00,Coro2a
6.22E-01,0.8072400979,0.025,0.019,1.00E+00,Zfhx3
6.22E-01,0.3251426252,0.034,0.043,1.00E+00,Gm7467
6.22E-01,0.4631552054,0.034,0.043,1.00E+00,Supt4a
6.22E-01,0.5095384988,0.071,0.087,1.00E+00,Fastkd1
6.22E-01,0.3343677457,0.498,0.618,1.00E+00,Elmod1
6.23E-01,0.4077085744,0.034,0.043,1.00E+00,Tor2a
6.23E-01,0.3747152212,0.071,0.087,1.00E+00,Mrpl43
6.23E-01,0.6080210728,0.041,0.034,1.00E+00,Pnrc1
6.23E-01,1.30383264,0.025,0.019,1.00E+00,Gm15943
6.23E-01,0.4025311799,0.055,0.068,1.00E+00,Glo1
6.23E-01,0.1391800105,0.739,0.874,1.00E+00,Pnisr
6.23E-01,0.1914220368,0.674,0.778,1.00E+00,Ccdc88a
6.24E-01,0.5767346778,0.034,0.043,1.00E+00,Cant1
6.24E-01,0.6736394082,0.034,0.043,1.00E+00,Gm26590
6.24E-01,1.151393281,0.025,0.019,1.00E+00,Polg2
6.25E-01,0.4993061295,0.055,0.068,1.00E+00,Maneal
6.25E-01,0.8610280255,0.106,0.101,1.00E+00,Abcc8
6.25E-01,0.3057057006,0.156,0.188,1.00E+00,Adam11
6.26E-01,0.3991538581,0.236,0.309,1.00E+00,Gps2
6.26E-01,-0.3445322213,0.018,0.024,1.00E+00,Dchs2
6.26E-01,0.3358613549,0.085,0.101,1.00E+00,Eid1
6.28E-01,0.7135506483,0.133,0.13,1.00E+00,Arhgef37
6.28E-01,0.576244182,0.034,0.043,1.00E+00,Irak2
6.28E-01,0.4692963749,0.076,0.092,1.00E+00,Ddah1
6.28E-01,0.2218398211,0.399,0.498,1.00E+00,March11
6.29E-01,0.4288175406,0.039,0.048,1.00E+00,Vamp7
6.29E-01,0.4045343072,0.124,0.15,1.00E+00,Wiz
6.29E-01,1.175984879,0.06,0.053,1.00E+00,Fam161b
6.29E-01,0.3862321764,0.158,0.193,1.00E+00,Gtf2a1
6.30E-01,0.5181455142,0.06,0.072,1.00E+00,Rasgef1b
6.30E-01,0.2941343818,0.064,0.077,1.00E+00,Mpnd
6.30E-01,0.1271794593,0.823,0.918,1.00E+00,Gabrb2
6.30E-01,0.2035280656,0.268,0.333,1.00E+00,Fbxw4
6.30E-01,0.2091427035,0.239,0.29,1.00E+00,Fam13a
6.30E-01,0.8945361359,0.025,0.019,1.00E+00,Gm9934
6.30E-01,0.2892132489,0.135,0.164,1.00E+00,Gm31218
6.30E-01,0.2062724224,0.509,0.594,1.00E+00,Slco3a1
6.31E-01,0.1992836859,0.385,0.488,1.00E+00,Htt
6.31E-01,0.1993084661,0.358,0.449,1.00E+00,Smc6
6.31E-01,0.6095730967,0.087,0.106,1.00E+00,Abcb8
6.31E-01,0.1720464388,0.482,0.589,1.00E+00,Msra
6.32E-01,0.2784951899,0.284,0.357,1.00E+00,Safb2
6.32E-01,0.5275226182,0.142,0.174,1.00E+00,1700019D03Rik
6.32E-01,0.584433964,0.099,0.121,1.00E+00,Gba2
6.32E-01,0.4752631631,0.186,0.184,1.00E+00,Cacna1e
6.33E-01,-0.116828586,0.018,0.024,1.00E+00,Lrtm1
6.33E-01,1.165770146,0.06,0.053,1.00E+00,Dbndd2
6.33E-01,0.637825717,0.025,0.019,1.00E+00,Mcm8
6.33E-01,0.149322536,0.413,0.556,1.00E+00,Ergic1
6.33E-01,0.2730591174,0.039,0.048,1.00E+00,Gm13205
6.34E-01,0.7416741227,0.025,0.019,1.00E+00,Rpusd4
6.34E-01,0.2290301378,0.039,0.048,1.00E+00,2810429I04Rik
6.35E-01,0.617773876,0.099,0.092,1.00E+00,Isy1
6.35E-01,0.6496892108,0.154,0.155,1.00E+00,Ssbp3
6.35E-01,0.2216825979,0.06,0.072,1.00E+00,Mmp17
6.35E-01,0.5462969008,0.025,0.019,1.00E+00,Prxl2b
6.35E-01,0.7888941251,0.05,0.043,1.00E+00,Sprtn
6.35E-01,-0.2339491231,0.018,0.024,1.00E+00,4930520O04Rik
6.36E-01,0.4093915213,0.06,0.072,1.00E+00,A930002C04Rik
6.36E-01,0.3526412576,0.346,0.377,1.00E+00,Syt16
6.37E-01,0.1050822691,0.771,0.899,1.00E+00,Dennd1a
6.37E-01,0.330859513,0.06,0.072,1.00E+00,Gm49085
6.37E-01,0.7824679109,0.067,0.082,1.00E+00,Ipp
6.37E-01,0.2845484986,0.365,0.42,1.00E+00,Fam110b
6.37E-01,0.1869598577,0.135,0.159,1.00E+00,Zfp282
6.38E-01,0.6832507468,0.08,0.072,1.00E+00,Mageb18
6.38E-01,0.7345910485,0.106,0.101,1.00E+00,Med17
6.38E-01,0.1143382994,0.018,0.024,1.00E+00,2810468N07Rik
6.39E-01,0.2144180741,0.044,0.053,1.00E+00,Rpf2
6.39E-01,0.9941424378,0.055,0.048,1.00E+00,Top3a
6.39E-01,0.1483071483,0.025,0.019,1.00E+00,Gm28175
6.39E-01,-0.1001565907,0.018,0.024,1.00E+00,Gadd45gip1
6.40E-01,0.390391052,0.039,0.048,1.00E+00,Dna2
6.41E-01,0.1408245423,0.394,0.493,1.00E+00,Arhgap20
6.41E-01,0.1767435103,0.404,0.546,1.00E+00,Epc1
6.41E-01,1.046271235,0.078,0.072,1.00E+00,Fgf11
6.41E-01,0.9461690755,0.073,0.068,1.00E+00,Zfyve19
6.41E-01,0.8076603251,0.096,0.092,1.00E+00,Hsbp1
6.41E-01,0.4443077227,0.374,0.449,1.00E+00,Tmem132a
6.41E-01,0.364528644,0.025,0.019,1.00E+00,Nhej1
6.42E-01,0.1701516565,0.018,0.024,1.00E+00,Nol12
6.42E-01,0.2450794839,0.592,0.715,1.00E+00,Dync1i1
6.43E-01,0.3749012577,0.039,0.048,1.00E+00,Myadml2os
6.43E-01,0.5001272907,0.232,0.3,1.00E+00,A930029G22Rik
6.43E-01,0.4897448448,0.124,0.15,1.00E+00,Coq3
6.43E-01,0.381259403,0.018,0.024,1.00E+00,Mien1
6.43E-01,0.1078362902,0.018,0.024,1.00E+00,Gm47460
6.43E-01,0.4121394799,0.039,0.048,1.00E+00,Errfi1
6.44E-01,0.1947611446,0.601,0.739,1.00E+00,Arnt2
6.44E-01,0.2538154869,0.069,0.082,1.00E+00,A430106G13Rik
6.44E-01,0.3794072968,0.165,0.203,1.00E+00,Cbx1
6.44E-01,0.969396085,0.05,0.043,1.00E+00,Pde8a
6.44E-01,0.7093241051,0.218,0.242,1.00E+00,Fbxo38
6.45E-01,0.2744380784,0.101,0.121,1.00E+00,Gm15446
6.45E-01,0.3705368044,0.018,0.024,1.00E+00,Gm15510
6.45E-01,0.1020602453,0.456,0.58,1.00E+00,Osbpl1a
6.45E-01,0.1125452132,0.592,0.768,1.00E+00,Tom1l2
6.45E-01,0.4519427706,0.039,0.048,1.00E+00,Gm50020
6.45E-01,0.6197022003,0.039,0.048,1.00E+00,Foxn2
6.45E-01,0.3448401282,0.144,0.174,1.00E+00,Pip4k2b
6.46E-01,0.538740376,0.076,0.092,1.00E+00,Bbs2
6.46E-01,0.2776217075,0.018,0.024,1.00E+00,Thbs3
6.46E-01,0.2492102361,0.018,0.024,1.00E+00,Vkorc1
6.46E-01,0.4284865425,0.018,0.024,1.00E+00,Snn
6.46E-01,0.594195705,0.071,0.087,1.00E+00,Il34
6.46E-01,0.1749867013,0.069,0.082,1.00E+00,Slc15a4
6.47E-01,0.4728234583,0.096,0.116,1.00E+00,Atp5g2
6.47E-01,0.487159772,0.108,0.101,1.00E+00,Arpc3
6.47E-01,0.2469783769,0.018,0.024,1.00E+00,Lgalsl
6.47E-01,0.2690208025,0.018,0.024,1.00E+00,AC109619.1
6.48E-01,0.9049182634,0.03,0.024,1.00E+00,Mbd4
6.48E-01,0.5237833644,0.08,0.097,1.00E+00,Cntrl
6.48E-01,0.2896121687,0.025,0.019,1.00E+00,Celrr
6.48E-01,0.1311260404,0.775,0.899,1.00E+00,Atp6v0b
6.48E-01,1.03221727,0.069,0.063,1.00E+00,Sh3bp5l
6.49E-01,0.2750253894,0.018,0.024,1.00E+00,Ccpg1os
6.49E-01,0.4730599547,0.018,0.024,1.00E+00,Ddx56
6.49E-01,0.5318306537,0.055,0.068,1.00E+00,Cotl1
6.49E-01,0.4012946814,0.039,0.048,1.00E+00,Ndufaf1
6.49E-01,0.7310229974,0.039,0.048,1.00E+00,Pigz
6.50E-01,0.2503381492,0.376,0.488,1.00E+00,Hs2st1
6.50E-01,0.4585254422,0.018,0.024,1.00E+00,C130026L21Rik
6.50E-01,0.4311629464,0.018,0.024,1.00E+00,Zfp667
6.50E-01,0.3097481838,0.018,0.024,1.00E+00,Brf2
6.50E-01,0.3334005985,0.018,0.024,1.00E+00,9030624G23Rik
6.50E-01,0.2691979612,0.018,0.024,1.00E+00,Ckmt2
6.50E-01,0.3988227237,0.018,0.024,1.00E+00,Sac3d1
6.50E-01,0.210502682,0.502,0.599,1.00E+00,Nedd4l
6.50E-01,0.5113988924,0.039,0.048,1.00E+00,Elovl1
6.50E-01,0.1083406188,0.445,0.565,1.00E+00,Canx
6.50E-01,0.8834263758,0.064,0.058,1.00E+00,Cdkl1
6.51E-01,0.1710090997,0.755,0.841,1.00E+00,Sptan1
6.51E-01,0.5184016337,0.133,0.164,1.00E+00,Atp6v0e
6.51E-01,0.1668640665,0.041,0.034,1.00E+00,Mobp
6.51E-01,0.5460793332,0.321,0.377,1.00E+00,5031425E22Rik
6.51E-01,0.2375033531,0.018,0.024,1.00E+00,Pigm
6.51E-01,0.2530650695,0.018,0.024,1.00E+00,Smco4
6.51E-01,0.5179541608,0.018,0.024,1.00E+00,Gm20149
6.51E-01,0.4917502831,0.018,0.024,1.00E+00,Gm5136
6.51E-01,0.4722394178,0.018,0.024,1.00E+00,Mcm4
6.52E-01,0.62177312,0.099,0.121,1.00E+00,Rae1
6.52E-01,0.5903073532,0.209,0.222,1.00E+00,Pfdn1
6.52E-01,1.091947624,0.014,0.01,1.00E+00,Ptpn18
6.52E-01,1.495765736,0.014,0.01,1.00E+00,Gm28410
6.52E-01,0.9977372248,0.014,0.01,1.00E+00,Opn3
6.52E-01,1.503802352,0.014,0.01,1.00E+00,1700047M11Rik
6.52E-01,1.611002721,0.014,0.01,1.00E+00,Ankrd35
6.52E-01,0.852605714,0.014,0.01,1.00E+00,F3
6.52E-01,1.19425781,0.014,0.01,1.00E+00,Gm11816
6.52E-01,1.119729096,0.014,0.01,1.00E+00,Gm11266
6.52E-01,0.6502231944,0.014,0.01,1.00E+00,C1qa
6.52E-01,0.8116190286,0.014,0.01,1.00E+00,Pla2g5
6.52E-01,1.769643939,0.014,0.01,1.00E+00,9330104G04Rik
6.52E-01,0.8609663629,0.014,0.01,1.00E+00,Sdhaf1
6.52E-01,1.071580578,0.014,0.01,1.00E+00,Olfml1
6.52E-01,1.604243937,0.014,0.01,1.00E+00,Nfatc2ip
6.52E-01,1.133569363,0.014,0.01,1.00E+00,Tnfrsf23
6.52E-01,1.200674202,0.014,0.01,1.00E+00,Gm12359
6.52E-01,1.654455604,0.014,0.01,1.00E+00,Crhr1
6.52E-01,1.156673284,0.014,0.01,1.00E+00,Dnaaf2
6.52E-01,1.380595307,0.014,0.01,1.00E+00,Wnt5a
6.52E-01,1.424578935,0.014,0.01,1.00E+00,Gm49067
6.52E-01,1.202457511,0.014,0.01,1.00E+00,Serhl
6.52E-01,1.093905509,0.014,0.01,1.00E+00,Gm15879
6.52E-01,1.311303028,0.014,0.01,1.00E+00,Dnajc28
6.52E-01,1.075030973,0.014,0.01,1.00E+00,Ddx11
6.52E-01,1.241599965,0.014,0.01,1.00E+00,Gm50399
6.52E-01,1.249790179,0.014,0.01,1.00E+00,Hsbp1l1
6.52E-01,0.2517383177,0.328,0.415,1.00E+00,Tbc1d9
6.52E-01,1.193873834,0.03,0.024,1.00E+00,Fam163b
6.52E-01,1.139481146,0.03,0.024,1.00E+00,Anp32b
6.52E-01,0.3758442234,0.381,0.444,1.00E+00,Slc4a7
6.52E-01,0.653171589,0.046,0.039,1.00E+00,Pld5
6.53E-01,1.112260541,0.018,0.024,1.00E+00,Pde11a
6.53E-01,0.5214343069,0.018,0.024,1.00E+00,Gm13780
6.53E-01,0.422986089,0.018,0.024,1.00E+00,1700094D03Rik
6.53E-01,0.1856232342,0.018,0.024,1.00E+00,Bcl10
6.53E-01,0.6106106856,0.018,0.024,1.00E+00,Fyb2
6.53E-01,0.791433703,0.018,0.024,1.00E+00,Dyrk1b
6.53E-01,0.4867362229,0.018,0.024,1.00E+00,Gm26511
6.53E-01,0.2725898227,0.018,0.024,1.00E+00,Tube1
6.53E-01,0.5606493519,0.018,0.024,1.00E+00,Scml4
6.53E-01,0.1304814685,0.053,0.063,1.00E+00,Slc37a4
6.53E-01,0.1624145308,0.394,0.502,1.00E+00,Map3k3
6.54E-01,0.8106944736,0.014,0.01,1.00E+00,4631405J19Rik
6.54E-01,0.8263543133,0.014,0.01,1.00E+00,Cstf1
6.54E-01,0.675815704,0.014,0.01,1.00E+00,Hepacam2
6.54E-01,0.7980178817,0.014,0.01,1.00E+00,Bhlhe40
6.54E-01,1.165344696,0.014,0.01,1.00E+00,Gpr26
6.54E-01,0.660682247,0.014,0.01,1.00E+00,Gm10684
6.54E-01,1.488103879,0.014,0.01,1.00E+00,Zbtb39
6.54E-01,0.8309893185,0.014,0.01,1.00E+00,Notum
6.54E-01,0.1857307848,0.631,0.676,1.00E+00,Cntn6
6.55E-01,0.6528517053,0.039,0.048,1.00E+00,Snx17
6.55E-01,0.3410058455,0.117,0.14,1.00E+00,2610044O15Rik8
6.56E-01,0.6319377154,0.014,0.01,1.00E+00,Gm16701
6.56E-01,0.8026988715,0.014,0.01,1.00E+00,Gm13446
6.56E-01,0.8721930273,0.014,0.01,1.00E+00,Hgf
6.56E-01,1.259467552,0.014,0.01,1.00E+00,Pthlh
6.56E-01,0.92118657,0.014,0.01,1.00E+00,Fxyd7
6.56E-01,0.9620586281,0.014,0.01,1.00E+00,Rasd2
6.56E-01,0.8308020274,0.014,0.01,1.00E+00,Gramd2
6.56E-01,1.139342352,0.014,0.01,1.00E+00,March10
6.56E-01,0.9447929134,0.014,0.01,1.00E+00,1700027A07Rik
6.56E-01,0.70531225,0.014,0.01,1.00E+00,Znrd1as
6.56E-01,0.3456895844,0.216,0.271,1.00E+00,Hipk3
6.56E-01,0.2929969474,0.064,0.077,1.00E+00,Ppp2r1a
6.57E-01,0.2054992037,0.048,0.058,1.00E+00,Gldc
6.57E-01,1.04355986,0.03,0.024,1.00E+00,Polr2f
6.57E-01,0.2724302479,0.053,0.063,1.00E+00,Pbdc1
6.57E-01,0.4787595461,0.014,0.01,1.00E+00,Gm12979
6.57E-01,0.9197833906,0.014,0.01,1.00E+00,Acads
6.57E-01,0.8907814729,0.014,0.01,1.00E+00,Gal3st4
6.57E-01,0.7208702002,0.014,0.01,1.00E+00,Slc7a10
6.57E-01,0.6508949994,0.014,0.01,1.00E+00,Mfge8
6.57E-01,0.8440169295,0.014,0.01,1.00E+00,Gm47359
6.57E-01,0.1013412577,0.069,0.082,1.00E+00,Rpl22l1
6.58E-01,0.5625039295,0.161,0.198,1.00E+00,Atat1
6.58E-01,0.925412701,0.03,0.024,1.00E+00,Csf1r
6.58E-01,0.5507735213,0.117,0.111,1.00E+00,Snca
6.59E-01,0.7573139326,0.039,0.048,1.00E+00,Cdh22
6.59E-01,0.7841483246,0.039,0.048,1.00E+00,Tmsb10
6.59E-01,0.6816971647,0.039,0.048,1.00E+00,Prps2
6.59E-01,0.102652441,0.764,0.865,1.00E+00,Cers6
6.59E-01,0.1719275697,0.064,0.077,1.00E+00,Rpusd1
6.59E-01,0.1282675131,0.842,0.952,1.00E+00,Tmem178b
6.59E-01,0.7269996628,0.014,0.01,1.00E+00,A130010J15Rik
6.59E-01,0.7201231785,0.014,0.01,1.00E+00,Gm43190
6.59E-01,0.7187577778,0.014,0.01,1.00E+00,Smim1
6.59E-01,0.6216516348,0.014,0.01,1.00E+00,Neurod2
6.59E-01,0.7883237993,0.014,0.01,1.00E+00,Gna14
6.59E-01,0.4487760168,0.05,0.043,1.00E+00,Cdk6
6.59E-01,0.8037807153,0.092,0.087,1.00E+00,Blvra
6.59E-01,0.7656593341,0.087,0.106,1.00E+00,Tek
6.60E-01,0.772853187,0.03,0.024,1.00E+00,Pcsk5
6.61E-01,0.4973118498,0.014,0.01,1.00E+00,Gm43112
6.61E-01,0.4514545714,0.014,0.01,1.00E+00,Sall2
6.61E-01,0.2861103314,0.239,0.29,1.00E+00,Ltbp1
6.61E-01,0.5518756389,0.064,0.077,1.00E+00,Eif4a3
6.61E-01,0.3461496256,0.048,0.058,1.00E+00,Ptchd1
6.62E-01,0.1662942458,0.663,0.773,1.00E+00,Dtna
6.62E-01,0.7430473618,0.106,0.101,1.00E+00,Mapk6
6.62E-01,0.4730680148,0.266,0.295,1.00E+00,Ggact
6.62E-01,-0.1287140887,0.023,0.029,1.00E+00,Ppp1r15b
6.62E-01,0.2389026871,0.014,0.01,1.00E+00,Nr2f2
6.62E-01,0.316926258,0.188,0.227,1.00E+00,Ppp4r2
6.63E-01,0.6631326227,0.06,0.072,1.00E+00,Dhrs1
6.63E-01,0.5422309761,0.138,0.169,1.00E+00,Fam98a
6.64E-01,0.339334622,0.048,0.058,1.00E+00,Gm48960
6.64E-01,0.7242044601,0.03,0.024,1.00E+00,Plpp3
6.64E-01,0.1753974933,0.209,0.251,1.00E+00,Gm14410
6.64E-01,0.4691016066,0.122,0.145,1.00E+00,Fam220a.1
6.65E-01,0.1204728345,0.317,0.391,1.00E+00,Rp9
6.67E-01,0.7399759606,0.151,0.155,1.00E+00,Atp5j2
6.67E-01,0.3549664904,0.044,0.053,1.00E+00,Ccndbp1
6.67E-01,0.4575800083,0.044,0.053,1.00E+00,Spata48
6.68E-01,0.3799277809,0.163,0.198,1.00E+00,A730090N16Rik
6.68E-01,0.306839334,0.133,0.159,1.00E+00,Washc2
6.68E-01,0.3020433225,0.399,0.473,1.00E+00,Abhd6
6.68E-01,1.158194384,0.03,0.024,1.00E+00,Mctp2
6.68E-01,0.7370682381,0.044,0.053,1.00E+00,4930432B10Rik
6.69E-01,0.481299615,0.108,0.13,1.00E+00,B4galnt1
6.69E-01,0.3421454343,0.085,0.101,1.00E+00,Tctn3
6.69E-01,0.419166091,0.044,0.053,1.00E+00,Sv2b
6.69E-01,0.596494433,0.055,0.048,1.00E+00,Nrbf2
6.69E-01,0.339016155,0.023,0.029,1.00E+00,6330418K02Rik
6.69E-01,0.4778246661,0.156,0.155,1.00E+00,Soga1
6.70E-01,0.5177175747,0.186,0.232,1.00E+00,Tubb4a
6.71E-01,0.5984597231,0.023,0.029,1.00E+00,Egfl6
6.72E-01,0.1886749096,0.023,0.029,1.00E+00,Phf2os1
6.72E-01,0.2144765545,0.353,0.459,1.00E+00,Ckb
6.73E-01,0.9013847524,0.069,0.063,1.00E+00,Dennd2a
6.73E-01,0.5972485807,0.044,0.053,1.00E+00,2900060B14Rik
6.73E-01,1.073087445,0.034,0.029,1.00E+00,Tmem115
6.73E-01,0.2625112357,0.023,0.029,1.00E+00,Ccdc134
6.73E-01,0.2226350801,0.023,0.029,1.00E+00,Agpat1
6.73E-01,0.1814080392,0.023,0.029,1.00E+00,Gla
6.73E-01,0.8504940011,0.06,0.053,1.00E+00,Rgs9
6.74E-01,0.3869021812,0.094,0.111,1.00E+00,Tmem60
6.74E-01,0.3348746252,0.085,0.101,1.00E+00,Kcnrg
6.74E-01,1.372679483,0.034,0.029,1.00E+00,Ppih
6.74E-01,0.2286229706,0.19,0.222,1.00E+00,Sh3gl1
6.74E-01,0.4669201033,0.023,0.029,1.00E+00,Uck1
6.74E-01,0.2878814181,0.023,0.029,1.00E+00,Slc29a4
6.75E-01,0.1198534073,0.03,0.024,1.00E+00,Map6d1
6.76E-01,0.5282593482,0.048,0.058,1.00E+00,Shroom4
6.76E-01,0.9740797926,0.103,0.101,1.00E+00,Morn2
6.76E-01,0.1528760904,0.562,0.725,1.00E+00,Pacs1
6.77E-01,0.3497818441,0.023,0.029,1.00E+00,Gprin1
6.77E-01,0.3435349191,0.023,0.029,1.00E+00,Dnajc9
6.78E-01,0.7083813799,0.069,0.063,1.00E+00,Fam102a
6.78E-01,1.20803997,0.034,0.029,1.00E+00,Rasal1
6.78E-01,0.3766492165,0.106,0.126,1.00E+00,Gatad1
6.79E-01,0.3648676291,0.142,0.169,1.00E+00,9530052E02Rik
6.79E-01,0.6759821443,0.06,0.053,1.00E+00,1810062O18Rik
6.79E-01,0.4747922381,0.048,0.058,1.00E+00,Mfap1b
6.79E-01,0.5160302287,0.048,0.058,1.00E+00,Mus81
6.79E-01,0.2220471447,0.053,0.063,1.00E+00,Gm38250
6.79E-01,0.4950276494,0.117,0.14,1.00E+00,Ap3m2
6.80E-01,0.4672377565,0.151,0.184,1.00E+00,Dzip1l
6.80E-01,0.2915322708,0.397,0.483,1.00E+00,Phf3
6.81E-01,0.2638162062,0.023,0.029,1.00E+00,Armcx2
6.81E-01,0.9534356156,0.034,0.029,1.00E+00,Gm26911
6.81E-01,0.2563575093,0.053,0.063,1.00E+00,Clptm1l
6.81E-01,0.3266397656,0.385,0.473,1.00E+00,Hmgn3
6.81E-01,0.4670062097,0.14,0.169,1.00E+00,Hdgf
6.81E-01,0.1725581181,0.401,0.517,1.00E+00,Mtif2
6.82E-01,0.4301575634,0.117,0.111,1.00E+00,Gm11437
6.82E-01,0.8346249473,0.108,0.106,1.00E+00,Ccdc73
6.82E-01,0.1069738296,0.076,0.087,1.00E+00,Rbms2
6.83E-01,0.4014728933,0.053,0.063,1.00E+00,Vars2
6.83E-01,0.5701723093,0.089,0.106,1.00E+00,Cnih4
6.83E-01,1.035655737,0.023,0.029,1.00E+00,Asap3
6.83E-01,0.4215913709,0.085,0.101,1.00E+00,Gpr108
6.84E-01,0.6027654523,0.069,0.063,1.00E+00,Napepld
6.84E-01,0.3784960327,0.241,0.309,1.00E+00,Nsmf
6.84E-01,0.4420697259,0.14,0.169,1.00E+00,Slc35a1
6.85E-01,0.4930262986,0.119,0.14,1.00E+00,Enpp2
6.85E-01,0.3673813732,0.163,0.198,1.00E+00,Ptar1
6.85E-01,0.3555139974,0.257,0.324,1.00E+00,Ctnnbl1
6.86E-01,0.415037128,0.073,0.087,1.00E+00,Rpl32
6.86E-01,0.3114964827,0.078,0.092,1.00E+00,Prpf38a
6.86E-01,0.455820352,0.186,0.227,1.00E+00,Gmeb1
6.86E-01,0.5773011082,0.069,0.082,1.00E+00,Vps28
6.87E-01,0.2466417283,0.181,0.217,1.00E+00,Zfp941
6.87E-01,0.1500488899,0.028,0.034,1.00E+00,Zswim9
6.87E-01,0.4139496129,0.229,0.29,1.00E+00,Cstf2
6.88E-01,0.1580748506,0.028,0.034,1.00E+00,Zfp865
6.88E-01,0.4943505532,0.048,0.058,1.00E+00,Nrep
6.88E-01,0.2175133742,0.36,0.459,1.00E+00,Adcy9
6.89E-01,1.003232143,0.039,0.034,1.00E+00,Fam53c
6.90E-01,-0.1148279689,0.028,0.034,1.00E+00,Gba
6.91E-01,0.1378081659,0.489,0.628,1.00E+00,Ckap5
6.91E-01,0.1610988622,0.502,0.647,1.00E+00,Psip1
6.91E-01,0.2548953286,0.057,0.068,1.00E+00,Ggcx
6.91E-01,0.3769447153,0.028,0.034,1.00E+00,Gm34868
6.92E-01,0.2263558886,0.401,0.517,1.00E+00,Phc2
6.92E-01,0.4410164022,0.161,0.193,1.00E+00,Tmem29
6.92E-01,0.5819368673,0.069,0.082,1.00E+00,Prr12
6.92E-01,0.3025282921,0.144,0.174,1.00E+00,Clcn2
6.92E-01,0.5528860594,0.048,0.058,1.00E+00,Zfp518a
6.93E-01,0.4436532847,0.147,0.179,1.00E+00,Lsm1
6.93E-01,0.1280478938,0.505,0.657,1.00E+00,Foxn3
6.93E-01,0.3462944506,0.028,0.034,1.00E+00,Fam114a1
6.94E-01,0.5537234275,0.106,0.126,1.00E+00,Tmx1
6.94E-01,0.2047511663,0.445,0.599,1.00E+00,Acat1
6.94E-01,0.4042349338,0.094,0.111,1.00E+00,Efnb2
6.94E-01,0.6120299069,0.106,0.101,1.00E+00,Socs6
6.94E-01,0.2686346916,0.42,0.483,1.00E+00,Camkmt
6.95E-01,0.4142221305,0.028,0.034,1.00E+00,H2afx
6.95E-01,0.2574639523,0.452,0.565,1.00E+00,Rbm5
6.96E-01,0.8369149838,0.112,0.111,1.00E+00,Lingo1
6.96E-01,0.6871849127,0.069,0.082,1.00E+00,Zfp362
6.96E-01,0.7164249506,0.034,0.029,1.00E+00,Carmil2
6.96E-01,0.7320416251,0.057,0.068,1.00E+00,Man1a
6.96E-01,0.8810826057,0.039,0.034,1.00E+00,Tmco6
6.96E-01,0.2795882622,0.17,0.198,1.00E+00,Gng2
6.97E-01,0.758696412,0.039,0.034,1.00E+00,D530033B14Rik
6.97E-01,0.3190565306,0.186,0.222,1.00E+00,Rrbp1
6.97E-01,0.3813383986,0.089,0.106,1.00E+00,Ipo4
6.98E-01,0.2741458953,0.053,0.063,1.00E+00,Gm15723
6.98E-01,0.2549572694,0.509,0.652,1.00E+00,Pcca
6.98E-01,0.5454187225,0.069,0.082,1.00E+00,Klhl11
6.98E-01,0.3759259193,0.028,0.034,1.00E+00,Tacc3
6.98E-01,0.2339465059,0.028,0.034,1.00E+00,Gab1
6.98E-01,0.2847760683,0.239,0.295,1.00E+00,Ints3
6.99E-01,0.105451849,0.635,0.768,1.00E+00,Ttc19
6.99E-01,0.3837967939,0.028,0.034,1.00E+00,Abcb6
6.99E-01,0.4539925101,0.028,0.034,1.00E+00,Gm12394
6.99E-01,0.4656903493,0.028,0.034,1.00E+00,Enc1
6.99E-01,0.4899428488,0.073,0.087,1.00E+00,Gm14443
7.00E-01,0.671441867,0.028,0.034,1.00E+00,Exo5
