p_val,avg_log2FC,pct.OE,pct.KD,p_val_adj,gene
6.75E-01,0.8698553549,0.011,0.009,1.00E+00,Gm37571
6.75E-01,0.7715597869,0.011,0.009,1.00E+00,Rest
6.75E-01,0.7426689791,0.011,0.009,1.00E+00,Pitpnm2os2
6.75E-01,0.6059820904,0.011,0.009,1.00E+00,Trpv6
6.75E-01,0.5898133467,0.011,0.009,1.00E+00,AW046200
6.75E-01,0.291953674,0.011,0.009,1.00E+00,Gm45356
6.75E-01,0.9290195121,0.011,0.009,1.00E+00,Chmp1b
6.75E-01,-0.247839098,0.124,0.133,1.00E+00,Rpl15
6.75E-01,-0.1078195728,0.028,0.033,1.00E+00,Fam53b
6.75E-01,-0.2940503326,0.149,0.157,1.00E+00,Mllt6
6.76E-01,-0.1501404994,0.06,0.067,1.00E+00,Elp6
6.76E-01,-0.2079420197,0.032,0.037,1.00E+00,Col6a1
6.76E-01,0.4834026813,0.011,0.009,1.00E+00,Evc
6.76E-01,0.5794218365,0.011,0.009,1.00E+00,Cdiptos
6.76E-01,0.3423016101,0.011,0.009,1.00E+00,Esyt3
6.76E-01,0.7603871533,0.011,0.009,1.00E+00,Rai14
6.76E-01,0.1347728261,0.619,0.633,1.00E+00,mt-Co3
6.76E-01,0.195702465,0.509,0.546,1.00E+00,Ube2h
6.76E-01,0.4354596355,0.117,0.111,1.00E+00,Trabd
6.76E-01,0.1366194977,0.243,0.237,1.00E+00,Ric1
6.77E-01,0.3017486259,0.076,0.07,1.00E+00,Ttf1
6.77E-01,0.1271310768,0.014,0.017,1.00E+00,Mtrf1
6.77E-01,0.4350501141,0.011,0.009,1.00E+00,Gm26708
6.77E-01,0.3435219462,0.011,0.009,1.00E+00,Gadd45b
6.77E-01,0.6246665044,0.011,0.009,1.00E+00,Mmp19
6.77E-01,0.6478928168,0.011,0.009,1.00E+00,Zfp758
6.77E-01,0.1418549671,0.028,0.033,1.00E+00,Cyren
6.77E-01,-0.4054552826,0.034,0.039,1.00E+00,2510009E07Rik
6.78E-01,0.1439482636,0.144,0.137,1.00E+00,Rnf2
6.78E-01,0.1318441353,0.227,0.217,1.00E+00,Ice1
6.78E-01,-0.139723705,0.131,0.141,1.00E+00,Babam1
6.78E-01,0.309633026,0.562,0.57,1.00E+00,Sgcz
6.78E-01,0.1256243119,0.025,0.03,1.00E+00,Acrbp
6.78E-01,0.4017062643,0.011,0.009,1.00E+00,Zfp111
6.78E-01,0.2908286564,0.011,0.009,1.00E+00,Eef1akmt2
6.78E-01,0.1833383117,0.011,0.009,1.00E+00,Ndufaf8
6.79E-01,-0.1682921357,0.094,0.102,1.00E+00,Gm14634
6.79E-01,0.2360330521,0.177,0.167,1.00E+00,Necab1
6.79E-01,0.1148613206,0.202,0.196,1.00E+00,Itgb1
6.79E-01,0.2776770281,0.055,0.063,1.00E+00,Maneal
6.79E-01,-0.1855839456,0.03,0.035,1.00E+00,Fam207a
6.79E-01,0.1143517949,0.195,0.213,1.00E+00,Sap130
6.79E-01,0.1011618778,0.041,0.048,1.00E+00,Cyp4f13
6.79E-01,0.3276639229,0.071,0.065,1.00E+00,Syngap1
6.79E-01,0.1728039538,0.011,0.009,1.00E+00,4933424G06Rik
6.79E-01,0.7095251828,0.011,0.009,1.00E+00,Tmem63a
6.79E-01,-0.1167561348,0.011,0.009,1.00E+00,Zfp970
6.79E-01,0.3695128569,0.011,0.009,1.00E+00,1700102P08Rik
6.79E-01,0.2488312594,0.011,0.009,1.00E+00,9830166K06Rik
6.79E-01,0.3766291347,0.083,0.076,1.00E+00,Ppp1r7
6.80E-01,0.2176070397,0.044,0.05,1.00E+00,Mrpl19
6.81E-01,0.2384637949,0.346,0.365,1.00E+00,Btbd1
6.81E-01,0.1301848518,0.163,0.159,1.00E+00,Trim32
6.82E-01,0.1242181993,0.028,0.033,1.00E+00,Slc35e3
6.82E-01,0.1447119232,0.135,0.128,1.00E+00,Atf1
6.83E-01,0.2511676362,0.083,0.076,1.00E+00,Fads1
6.83E-01,0.3377216575,0.087,0.08,1.00E+00,Ndufa12
6.83E-01,0.1259529057,0.119,0.111,1.00E+00,Hdac7
6.83E-01,-0.5115879544,0.032,0.037,1.00E+00,Tmem185b
6.83E-01,-0.1511850249,0.03,0.035,1.00E+00,Gm26638
6.84E-01,-0.3111297263,0.016,0.02,1.00E+00,Cetn4
6.84E-01,-0.2413105293,0.011,0.009,1.00E+00,Gm20468
6.84E-01,-0.3694898384,0.03,0.035,1.00E+00,Mbd4
6.84E-01,0.4209457247,0.053,0.048,1.00E+00,Tada1
6.84E-01,0.128402026,0.181,0.172,1.00E+00,Mark4
6.84E-01,0.8544419624,0.014,0.011,1.00E+00,Mmgt2
6.84E-01,1.137819515,0.014,0.011,1.00E+00,Polr2d
6.84E-01,0.8908587507,0.014,0.011,1.00E+00,Gm36368
6.84E-01,0.4156889806,0.092,0.087,1.00E+00,Dnajb11
6.85E-01,0.225107437,0.183,0.178,1.00E+00,Pank1
6.85E-01,-0.1853836168,0.147,0.157,1.00E+00,Gm26724
6.85E-01,0.1262554055,0.456,0.472,1.00E+00,Ttc17
6.85E-01,-0.2593995959,0.032,0.037,1.00E+00,Htatsf1
6.85E-01,0.7400864627,0.014,0.011,1.00E+00,Gm17509
6.86E-01,0.1590641691,0.062,0.07,1.00E+00,9430091E24Rik
6.86E-01,-0.1213189436,0.151,0.163,1.00E+00,Hltf
6.86E-01,-0.1320992784,0.05,0.057,1.00E+00,Mak16
6.86E-01,-0.4264701289,0.011,0.009,1.00E+00,Kcnn3
6.86E-01,-0.2469712926,0.011,0.009,1.00E+00,Pgpep1
6.86E-01,0.1206270749,0.319,0.317,1.00E+00,Rab11fip2
6.86E-01,0.2210248804,0.167,0.161,1.00E+00,Emc3
6.86E-01,1.034180458,0.014,0.011,1.00E+00,Sinhcaf
6.86E-01,0.8750476486,0.014,0.011,1.00E+00,Gm41764
6.86E-01,-0.2056289499,0.05,0.057,1.00E+00,Dph3
6.86E-01,0.1260450528,0.092,0.102,1.00E+00,Ensa
6.87E-01,-0.1885546038,0.05,0.057,1.00E+00,Nubp1
6.87E-01,-0.3935056181,0.034,0.039,1.00E+00,Cbr1
6.87E-01,0.1774107986,0.188,0.18,1.00E+00,Snx30
6.87E-01,0.7488483862,0.014,0.011,1.00E+00,Serhl
6.87E-01,0.6483385544,0.014,0.011,1.00E+00,Olfr55
6.87E-01,0.2509651234,0.067,0.061,1.00E+00,Mgat4a
6.87E-01,0.4948425927,0.048,0.043,1.00E+00,Lca5
6.87E-01,0.2314629594,0.117,0.111,1.00E+00,Edrf1
6.87E-01,-0.1357650756,0.161,0.172,1.00E+00,Ddx55
6.88E-01,0.1389156496,0.06,0.067,1.00E+00,0610043K17Rik
6.88E-01,0.7406260941,0.014,0.011,1.00E+00,Grem1
6.88E-01,0.6024379088,0.014,0.011,1.00E+00,Gm30015
6.88E-01,0.1841090335,0.197,0.193,1.00E+00,Lrrc28
6.88E-01,-0.1913361011,0.032,0.037,1.00E+00,Nqo2
6.89E-01,0.2563653573,0.142,0.137,1.00E+00,1700109K24Rik
6.89E-01,-0.4138687238,0.016,0.02,1.00E+00,Gm9947
6.89E-01,-0.4952837848,0.016,0.02,1.00E+00,Plcd4
6.89E-01,0.2665426144,0.062,0.057,1.00E+00,Msi1
6.89E-01,-0.1227962881,0.071,0.078,1.00E+00,Dhx8
6.89E-01,-0.1442077036,0.112,0.122,1.00E+00,Borcs5
6.89E-01,0.7431629588,0.014,0.011,1.00E+00,Ccdc71l
6.89E-01,-0.1654270766,0.05,0.057,1.00E+00,Ppp1r8
6.89E-01,0.4796689985,0.055,0.05,1.00E+00,Exosc3
6.89E-01,0.2448826943,0.083,0.076,1.00E+00,Rnf139
6.89E-01,-0.1258224244,0.03,0.035,1.00E+00,Ids
6.89E-01,0.8184357763,0.016,0.013,1.00E+00,Mad2l1bp
6.90E-01,0.3977318558,0.069,0.063,1.00E+00,Atxn7l3
6.90E-01,0.1939886692,0.218,0.213,1.00E+00,B4galt6
6.90E-01,0.4074460842,0.014,0.011,1.00E+00,1810024B03Rik
6.90E-01,0.5276102567,0.014,0.011,1.00E+00,Dnaaf2
6.90E-01,-0.3393216144,0.016,0.02,1.00E+00,Tnfsf13b
6.90E-01,0.1947866132,0.204,0.198,1.00E+00,Mob1b
6.91E-01,0.411456818,0.05,0.046,1.00E+00,Prcp
6.91E-01,-0.1513683198,0.11,0.12,1.00E+00,Ube3b
6.91E-01,-0.1103341472,0.174,0.185,1.00E+00,Ywhah
6.91E-01,0.3924764019,0.067,0.061,1.00E+00,Hhipl1
6.91E-01,0.4711114639,0.014,0.011,1.00E+00,Stum
6.91E-01,0.430622067,0.014,0.011,1.00E+00,Pcdhgb4
6.91E-01,0.1949022828,0.085,0.078,1.00E+00,Mettl5
6.92E-01,0.2354186761,0.057,0.052,1.00E+00,Slc35f6
6.92E-01,-0.1158647552,0.048,0.054,1.00E+00,Mus81
6.92E-01,-0.3566200842,0.016,0.02,1.00E+00,Mif4gd
6.92E-01,0.6620701575,0.039,0.035,1.00E+00,Cdh22
6.92E-01,0.3362677974,0.014,0.011,1.00E+00,Pla2g5
6.92E-01,0.3903416032,0.014,0.011,1.00E+00,Gm15997
6.92E-01,0.5542289992,0.014,0.011,1.00E+00,Dnah2
6.92E-01,0.4454225123,0.014,0.011,1.00E+00,Ccdc125
6.92E-01,0.2719913664,0.014,0.011,1.00E+00,Gm50399
6.93E-01,-0.2776610542,0.016,0.02,1.00E+00,Mad2l2
6.93E-01,-0.4390680453,0.057,0.063,1.00E+00,9330179D12Rik
6.93E-01,0.2474104526,0.071,0.065,1.00E+00,Grk2
6.93E-01,0.3548672152,0.014,0.011,1.00E+00,Pnrc2
6.93E-01,0.36672673,0.014,0.011,1.00E+00,Gm15624
6.93E-01,0.5461345029,0.014,0.011,1.00E+00,Gm44997
6.93E-01,0.3996565806,0.014,0.011,1.00E+00,Tmprss5
6.93E-01,0.1743796445,0.291,0.302,1.00E+00,March2
6.93E-01,0.2892712329,0.099,0.093,1.00E+00,Fam3c
6.94E-01,-0.1800542659,0.053,0.059,1.00E+00,Cops7a
6.94E-01,-0.1521196215,0.016,0.02,1.00E+00,Eid2
6.94E-01,-0.4234881032,0.016,0.02,1.00E+00,Tfb1m
6.94E-01,0.1060956731,0.165,0.157,1.00E+00,Mbp
6.94E-01,-0.2046572815,0.032,0.037,1.00E+00,Rac3
6.94E-01,0.3540509779,0.055,0.05,1.00E+00,Acadvl
6.94E-01,0.9276941551,0.016,0.013,1.00E+00,Surf6
6.94E-01,0.4531464643,0.014,0.011,1.00E+00,Ccr9
6.94E-01,0.4392791171,0.014,0.011,1.00E+00,Gm47359
6.94E-01,0.1439785007,0.014,0.011,1.00E+00,Gm15518
6.94E-01,0.3595715576,0.014,0.011,1.00E+00,Gm50050
6.94E-01,-0.1464355353,0.048,0.054,1.00E+00,Zfp940
6.94E-01,0.1971304527,0.03,0.035,1.00E+00,Rft1
6.94E-01,-0.506724681,0.016,0.02,1.00E+00,Wfs1
6.94E-01,0.2198142619,0.044,0.05,1.00E+00,Hsf5
6.95E-01,-0.1192962343,0.05,0.057,1.00E+00,Ddx20
6.95E-01,0.1390241785,0.078,0.072,1.00E+00,Arl6ip4
6.95E-01,0.2940205599,0.071,0.065,1.00E+00,Cyp2u1
6.95E-01,0.2549426613,0.014,0.011,1.00E+00,Gm10634
6.95E-01,0.2827704252,0.014,0.011,1.00E+00,Uxt
6.95E-01,-0.4258304433,0.032,0.037,1.00E+00,Tmem251
6.95E-01,0.2644765549,0.092,0.102,1.00E+00,Crebl2
6.95E-01,-0.1767536435,0.016,0.02,1.00E+00,Nell1os
6.95E-01,0.1707564893,0.356,0.359,1.00E+00,9330182L06Rik
6.96E-01,0.2534092651,0.06,0.054,1.00E+00,Mmp17
6.96E-01,0.2558228422,0.073,0.067,1.00E+00,Igsf21
6.96E-01,0.4898953618,0.016,0.013,1.00E+00,Pde12
6.96E-01,0.6458960697,0.014,0.011,1.00E+00,Pthlh
6.96E-01,0.3243094168,0.014,0.011,1.00E+00,Mcee
6.96E-01,0.5245325507,0.014,0.011,1.00E+00,Impdh2
6.96E-01,0.2450850605,0.117,0.111,1.00E+00,Becn1
6.97E-01,0.7736210308,0.018,0.015,1.00E+00,Pigm
6.97E-01,1.036339642,0.018,0.015,1.00E+00,Nupr1
6.97E-01,0.2809901902,0.206,0.204,1.00E+00,1810034E14Rik
6.97E-01,-0.1243572943,0.05,0.057,1.00E+00,Gm47591
6.97E-01,0.1649533825,0.014,0.011,1.00E+00,Zfp772
6.97E-01,0.2056156223,0.014,0.011,1.00E+00,Abhd15
6.97E-01,0.1857357979,0.014,0.011,1.00E+00,E230001N04Rik
6.97E-01,-0.2783723105,0.083,0.089,1.00E+00,Timm10b
6.97E-01,0.1871155053,0.094,0.087,1.00E+00,Stat2
6.97E-01,0.5047722642,0.041,0.037,1.00E+00,Ptrh2
6.98E-01,-0.1990054871,0.016,0.02,1.00E+00,Gm26788
6.98E-01,0.4696864779,0.016,0.013,1.00E+00,Casp7
6.98E-01,0.1432012436,0.154,0.146,1.00E+00,Fstl4
6.98E-01,0.2505113353,0.073,0.067,1.00E+00,Kcnj4
6.98E-01,0.4363810866,0.057,0.052,1.00E+00,Fam102b
6.98E-01,0.140959861,0.209,0.204,1.00E+00,Tspan13
6.98E-01,0.1383601027,0.014,0.011,1.00E+00,1110018N20Rik
6.98E-01,0.2095096803,0.014,0.011,1.00E+00,Cstf1
6.98E-01,0.1604454119,0.014,0.011,1.00E+00,AW047730
6.98E-01,0.3721573304,0.014,0.011,1.00E+00,Vwa1
6.98E-01,0.1147603294,0.014,0.011,1.00E+00,Nfil3
6.98E-01,0.2910369224,0.014,0.011,1.00E+00,Sik1
6.98E-01,0.2567394622,0.03,0.035,1.00E+00,Shf
6.98E-01,0.1057909195,0.094,0.104,1.00E+00,Pus3
6.98E-01,0.825269278,0.032,0.028,1.00E+00,Gm34655
6.98E-01,-0.1272341563,0.135,0.146,1.00E+00,Eaf2
6.98E-01,0.1962672708,0.124,0.117,1.00E+00,Nucb1
6.99E-01,0.1005448336,0.016,0.02,1.00E+00,Psmg4
6.99E-01,0.5555736365,0.016,0.013,1.00E+00,D930015M05Rik
6.99E-01,0.5059511934,0.016,0.013,1.00E+00,Atp6v0a4
6.99E-01,0.8311018697,0.016,0.013,1.00E+00,Rptoros
6.99E-01,0.1405299217,0.335,0.343,1.00E+00,Morf4l1
6.99E-01,-0.1114569138,0.014,0.011,1.00E+00,Sco1
6.99E-01,0.2104534841,0.014,0.011,1.00E+00,Noxo1
6.99E-01,-0.3169353262,0.053,0.059,1.00E+00,Mdp1
6.99E-01,-0.2248501772,0.016,0.02,1.00E+00,Ccng2
6.99E-01,-0.1765941032,0.067,0.074,1.00E+00,Usp1
7.00E-01,0.2425699579,0.071,0.065,1.00E+00,4933424G05Rik
7.00E-01,0.6845264729,0.016,0.013,1.00E+00,Zfp623
7.00E-01,0.5491207509,0.016,0.013,1.00E+00,Gm16275
7.00E-01,0.382942738,0.016,0.013,1.00E+00,Cenpq
7.00E-01,0.4715026587,0.016,0.013,1.00E+00,Msh6
7.00E-01,0.3751344735,0.117,0.113,1.00E+00,Vstm5
7.00E-01,0.5800726198,0.041,0.037,1.00E+00,Cobl
7.00E-01,-0.1890810367,0.048,0.054,1.00E+00,Numbl
7.00E-01,0.2878057426,0.108,0.104,1.00E+00,Nmd3
7.00E-01,0.2108287079,0.142,0.137,1.00E+00,Slc9a3r2
7.00E-01,0.1448054044,0.383,0.389,1.00E+00,Lmtk2
7.00E-01,0.4828762499,0.016,0.013,1.00E+00,Irf2bp1
7.01E-01,0.1053569293,0.062,0.07,1.00E+00,Mtmr9
7.01E-01,-0.7368996914,0.014,0.011,1.00E+00,Tnfrsf23
7.01E-01,0.1616722068,0.014,0.011,1.00E+00,Asb2
7.01E-01,0.211557101,0.073,0.067,1.00E+00,Gpd2
7.01E-01,0.2070176416,0.085,0.078,1.00E+00,Syt5
7.01E-01,0.493230046,0.016,0.013,1.00E+00,4930403P22Rik
7.02E-01,-0.1315097965,0.195,0.207,1.00E+00,Tmem151a
7.02E-01,0.4627080819,0.05,0.046,1.00E+00,Med20
7.02E-01,0.877827234,0.018,0.015,1.00E+00,Gm44696
7.02E-01,0.1497392355,0.016,0.02,1.00E+00,Gm10130
7.02E-01,-0.1483956457,0.073,0.08,1.00E+00,Gm12064
7.02E-01,0.7127402245,0.032,0.028,1.00E+00,Arsk
7.02E-01,0.7485219326,0.028,0.024,1.00E+00,4930547E14Rik
7.03E-01,-0.1541881025,0.071,0.078,1.00E+00,Prrc2a
7.03E-01,0.531614476,0.016,0.013,1.00E+00,Gpr156
7.03E-01,0.738676028,0.028,0.024,1.00E+00,Nwd1
7.03E-01,-0.2795969766,0.014,0.011,1.00E+00,Neurod2
7.03E-01,0.519467222,0.016,0.013,1.00E+00,Fuz
7.03E-01,0.1299108275,0.016,0.013,1.00E+00,Xlr3b
7.03E-01,0.1507513565,0.239,0.254,1.00E+00,Nyap2
7.03E-01,0.7595187252,0.018,0.015,1.00E+00,Gm11844
7.04E-01,0.4523649316,0.016,0.02,1.00E+00,C030014I23Rik
7.04E-01,-0.2344060447,0.034,0.039,1.00E+00,Ldb3
7.04E-01,-0.1939950203,0.055,0.061,1.00E+00,Utp4
7.04E-01,0.403872213,0.053,0.048,1.00E+00,Vars2
7.04E-01,0.5448786769,0.037,0.033,1.00E+00,Slc31a2
7.04E-01,0.4065108658,0.016,0.013,1.00E+00,Rgs19
7.04E-01,0.6109702452,0.018,0.015,1.00E+00,Gatc
7.05E-01,-0.1602901812,0.05,0.057,1.00E+00,Jund
7.05E-01,0.3821971155,0.094,0.089,1.00E+00,Klhl26
7.05E-01,0.3491154703,0.016,0.013,1.00E+00,Fdxacb1
7.05E-01,0.3078284985,0.016,0.013,1.00E+00,Shpk
7.05E-01,0.1849373658,0.016,0.02,1.00E+00,Rnf113a2
7.05E-01,0.5784441846,0.018,0.015,1.00E+00,Dyrk1b
7.05E-01,0.4232553326,0.041,0.037,1.00E+00,Fundc2
7.05E-01,0.3766375546,0.055,0.05,1.00E+00,Nol3
7.05E-01,0.1733188176,0.209,0.204,1.00E+00,Gtpbp2
7.06E-01,0.1846512669,0.073,0.067,1.00E+00,Lmf1
7.06E-01,0.2477763384,0.064,0.059,1.00E+00,Gm16351
7.06E-01,0.2292380626,0.138,0.133,1.00E+00,Cadm3
7.06E-01,0.6407010832,0.028,0.024,1.00E+00,Tex30
7.06E-01,0.1240707208,0.291,0.293,1.00E+00,Ro60
7.06E-01,0.3522372281,0.016,0.013,1.00E+00,Elof1
7.06E-01,0.5487044949,0.018,0.015,1.00E+00,Gm42679
7.06E-01,0.1241205242,0.08,0.074,1.00E+00,Tma7
7.06E-01,0.2275693005,0.135,0.13,1.00E+00,Mccc2
7.07E-01,0.1140008027,0.016,0.02,1.00E+00,Th
7.07E-01,0.3615506612,0.016,0.013,1.00E+00,Relb
7.07E-01,0.2876349215,0.016,0.013,1.00E+00,Fah
7.07E-01,-0.3155833238,0.034,0.039,1.00E+00,Cep152
7.07E-01,0.9736318965,0.021,0.017,1.00E+00,Traip
7.07E-01,0.3130635205,0.101,0.096,1.00E+00,Otulinl
7.07E-01,0.1432805731,0.117,0.13,1.00E+00,Shb
7.08E-01,0.2466962988,0.188,0.189,1.00E+00,Sys1
7.08E-01,0.281196278,0.138,0.133,1.00E+00,Zmym5
7.08E-01,0.5010817843,0.044,0.039,1.00E+00,Dhrs7
7.08E-01,0.3360372301,0.05,0.046,1.00E+00,Snx18
7.08E-01,0.5646273238,0.018,0.015,1.00E+00,Nsmce4a
7.08E-01,0.4878039595,0.018,0.015,1.00E+00,Gm15655
7.08E-01,0.4663259596,0.018,0.015,1.00E+00,1110020A21Rik
7.08E-01,-0.3318372561,0.034,0.039,1.00E+00,Srm
7.08E-01,0.3016631674,0.016,0.013,1.00E+00,Gm42869
7.08E-01,0.3984410285,0.016,0.013,1.00E+00,Etfb
7.08E-01,-0.1922583413,0.034,0.039,1.00E+00,Prmt5
7.08E-01,0.7075159946,0.021,0.017,1.00E+00,Vcan
7.08E-01,0.3191684797,0.016,0.013,1.00E+00,Ggnbp1
7.08E-01,-0.1040331985,0.034,0.039,1.00E+00,Slirp
7.09E-01,0.2546196632,0.016,0.013,1.00E+00,Gm30655
7.09E-01,0.2591994299,0.016,0.013,1.00E+00,5830448L01Rik
7.09E-01,0.3017663517,0.016,0.013,1.00E+00,Fbxl7
7.09E-01,0.4660248346,0.03,0.026,1.00E+00,Mterf4
7.09E-01,0.1122127441,0.268,0.267,1.00E+00,Abhd17b
7.09E-01,0.186904317,0.057,0.052,1.00E+00,Rasl10b
7.09E-01,0.5973998067,0.021,0.017,1.00E+00,Tmem176b
7.09E-01,0.2544745421,0.078,0.072,1.00E+00,1700021F05Rik
7.09E-01,-0.2459678112,0.037,0.041,1.00E+00,Ino80e
7.09E-01,0.2387141053,0.05,0.046,1.00E+00,Srp54a
7.09E-01,0.1857415708,0.14,0.135,1.00E+00,Slc35a1
7.10E-01,0.5193880931,0.018,0.015,1.00E+00,Snn
7.10E-01,0.5256534307,0.018,0.015,1.00E+00,Cyp4f16
7.10E-01,0.1860299221,0.046,0.052,1.00E+00,Alg11
7.10E-01,0.3004312373,0.016,0.013,1.00E+00,Wdr54
7.10E-01,0.4477646158,0.021,0.017,1.00E+00,Zfpm1
7.10E-01,0.1888246456,0.069,0.063,1.00E+00,Ccdc117
7.10E-01,0.4136329343,0.016,0.02,1.00E+00,Gm26918
7.10E-01,0.2455552491,0.067,0.061,1.00E+00,Bpnt1
7.10E-01,-0.4641550764,0.018,0.022,1.00E+00,Cdc34
7.10E-01,0.3239520871,0.055,0.05,1.00E+00,Mfsd1
7.10E-01,0.282381588,0.055,0.05,1.00E+00,Ccdc85c
7.10E-01,0.3791508878,0.018,0.015,1.00E+00,Abracl
7.10E-01,0.4394627808,0.018,0.015,1.00E+00,Tedc2
7.11E-01,0.6716900494,0.021,0.017,1.00E+00,Haus2
7.11E-01,0.5543193553,0.028,0.024,1.00E+00,Hemk1
7.11E-01,-0.223879971,0.151,0.159,1.00E+00,Vps50
7.11E-01,0.4487860324,0.041,0.037,1.00E+00,Intu
7.11E-01,0.2653983381,0.016,0.02,1.00E+00,Gm50214
7.11E-01,0.3436247594,0.018,0.015,1.00E+00,Krt12
7.11E-01,0.5331517715,0.018,0.015,1.00E+00,Eif1ad
7.11E-01,0.4098971172,0.046,0.041,1.00E+00,Aptx
7.11E-01,0.7568550714,0.023,0.02,1.00E+00,Bag5
7.11E-01,0.6157026655,0.021,0.017,1.00E+00,Mmd2
7.11E-01,0.5178727569,0.037,0.033,1.00E+00,Yars2
7.12E-01,0.2464221604,0.044,0.039,1.00E+00,Tgfbr1
7.12E-01,0.1868241006,0.016,0.013,1.00E+00,Ap1g2
7.12E-01,0.204702048,0.016,0.013,1.00E+00,Epo
7.12E-01,0.1307169515,0.016,0.013,1.00E+00,Hepacam
7.12E-01,0.2162018986,0.016,0.02,1.00E+00,Zbed3
7.12E-01,-0.3907568182,0.018,0.022,1.00E+00,Sync
7.12E-01,0.3729751783,0.078,0.072,1.00E+00,Ercc4
7.12E-01,0.1719888494,0.085,0.093,1.00E+00,Mtr
7.12E-01,0.5304514432,0.028,0.024,1.00E+00,Dnajc12
7.12E-01,0.6530041901,0.023,0.02,1.00E+00,Evc2
7.12E-01,0.5724942885,0.021,0.017,1.00E+00,1700087I21Rik
7.12E-01,-0.1201390326,0.053,0.059,1.00E+00,Ccdc62
7.13E-01,0.1113743642,0.016,0.013,1.00E+00,Fam43a
7.13E-01,-0.5385366618,0.018,0.022,1.00E+00,Pex12
7.13E-01,0.5215656253,0.016,0.02,1.00E+00,Rsl24d1
7.13E-01,0.1500489768,0.089,0.1,1.00E+00,Atp7a
7.13E-01,0.5516543636,0.03,0.026,1.00E+00,Pglyrp1
7.13E-01,0.2464151152,0.018,0.015,1.00E+00,Rwdd3
7.13E-01,0.4653976732,0.018,0.015,1.00E+00,Gm527
7.13E-01,-0.1533607661,0.06,0.065,1.00E+00,Dhx33
7.13E-01,0.8081521663,0.021,0.017,1.00E+00,Abcg2
7.13E-01,0.3954599772,0.021,0.017,1.00E+00,1110035H17Rik
7.13E-01,0.1269581853,0.186,0.176,1.00E+00,Paip1
7.13E-01,0.1111618418,0.016,0.013,1.00E+00,Gm26964
7.13E-01,0.5247211164,0.028,0.024,1.00E+00,Naf1
7.14E-01,-0.1257328544,0.596,0.591,1.00E+00,Col19a1
7.14E-01,0.1209057976,0.158,0.172,1.00E+00,Crppa
7.14E-01,0.6991434159,0.023,0.02,1.00E+00,Stpg1
7.14E-01,0.4533021319,0.032,0.028,1.00E+00,Gm10563
7.14E-01,0.1650648405,0.083,0.076,1.00E+00,Gm14798
7.14E-01,0.313060202,0.055,0.05,1.00E+00,Nup85
7.14E-01,0.2249155521,0.06,0.054,1.00E+00,Smndc1
7.14E-01,0.5507173211,0.037,0.033,1.00E+00,Gm9993
7.14E-01,0.5074510335,0.025,0.022,1.00E+00,Mef2b
7.14E-01,-0.2332088295,0.034,0.039,1.00E+00,Gm10544
7.14E-01,0.1022946217,0.016,0.013,1.00E+00,Gm10277
7.15E-01,0.2012702257,0.28,0.283,1.00E+00,Cers5
7.15E-01,0.1585909332,0.305,0.309,1.00E+00,Abhd2
7.15E-01,0.4463663993,0.023,0.02,1.00E+00,Prdx4
7.15E-01,-0.1120897705,0.016,0.013,1.00E+00,Gxylt2
7.16E-01,0.2541911087,0.021,0.017,1.00E+00,Cyb561a3
7.16E-01,0.6136337162,0.03,0.026,1.00E+00,Golm1
7.16E-01,0.4461423628,0.03,0.026,1.00E+00,Polr2f
7.16E-01,0.5187266259,0.025,0.022,1.00E+00,Mmrn2
7.16E-01,-0.4826997969,0.018,0.022,1.00E+00,Ier5
7.16E-01,0.4154461115,0.023,0.02,1.00E+00,Tmem106a
7.16E-01,0.4713393493,0.044,0.039,1.00E+00,Mtus1
7.16E-01,0.4119288183,0.021,0.017,1.00E+00,Mob3a
7.16E-01,0.4695455276,0.021,0.017,1.00E+00,Il17rb
7.16E-01,0.1013541689,0.018,0.015,1.00E+00,Rcor2
7.16E-01,0.4093983389,0.025,0.022,1.00E+00,BC024063
7.17E-01,-0.1347294484,0.034,0.039,1.00E+00,Gm2a
7.17E-01,0.482486323,0.034,0.03,1.00E+00,Rasal1
7.17E-01,0.4288106955,0.034,0.03,1.00E+00,2610204G07Rik
7.17E-01,0.4464644297,0.03,0.026,1.00E+00,Gm13008
7.17E-01,-0.4172382525,0.018,0.022,1.00E+00,Tdrd12
7.17E-01,0.3070802633,0.032,0.028,1.00E+00,Tmem136
7.17E-01,0.2098163443,0.018,0.015,1.00E+00,Nol12
7.17E-01,0.1305731156,0.018,0.015,1.00E+00,Racgap1
7.17E-01,0.2718616986,0.018,0.015,1.00E+00,Suv39h1
7.17E-01,-0.1963556976,0.018,0.022,1.00E+00,Lap3
7.18E-01,0.6512653218,0.03,0.026,1.00E+00,Gm14066
7.18E-01,-0.3482791609,0.034,0.039,1.00E+00,Ric8a
7.18E-01,0.4405430655,0.039,0.035,1.00E+00,Vamp7
7.18E-01,0.2147714008,0.018,0.015,1.00E+00,1700008O03Rik
7.18E-01,0.2370588515,0.291,0.296,1.00E+00,Lynx1
7.18E-01,-0.1291485829,0.018,0.022,1.00E+00,Ptrhd1
7.18E-01,0.4020708131,0.023,0.02,1.00E+00,Men1
7.19E-01,-0.2267336804,0.055,0.061,1.00E+00,Mrps25
7.19E-01,0.302117092,0.094,0.089,1.00E+00,Gm4221
7.19E-01,0.398569796,0.034,0.03,1.00E+00,Tomm6
